language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
MEHRI_2	gdq	stone	857	77	cower	84	
JIBBALI	shv	stone	857	77	fudun	85	
SOQOTRI_2	sqt	stone	857	77	oben	81	
SIWA	siz	stone	857	77	txox3t	87	
GHADAMES_2	gha	stone	857	77	ir3g	88	
AHAGGAR	thv	stone	857	77	ablal	89	
ZENAGA_2	zen	stone	857	77	ti7rg3t	88	
QABYLE	kab	stone	857	77	adxax	90	
HAUSA_3	hau	stone	857	77	"duc""e"	91	
BOLEWA	bol	stone	857	77	guso	92	
BEJA_2	bej	stone	857	77	%awe	-2	
OROMO	gaz	stone	857	77	daga	93	
DAHALO_2	dal	stone	857	77	%mawete	-2	
KAFFA	kbr	stone	857	77	taqo	94	
SYRIAC_2	syc	skin	763	28	meSk	71	
ARABIC_QURANIC	arb	skin	763	28	Zild	73	
ARABIC_LEBANESE	apc	skin	763	28	Zild	73	
GEEZ	gez	skin	763	28	maX3s	74	
TIGRAI	tir	skin	763	28	kw~3rbat	75	
AMHARIC_3	amh	skin	763	28	kod3	76	
HARARI_2	har	skin	763	28	%goga	-2	
MEHRI_2	gdq	skin	763	28	gEd	73	
JIBBALI	shv	skin	763	28	god	73	
SOQOTRI_2	sqt	skin	763	28	gad	73	
SIWA	siz	skin	763	28	il3m	77	
GHADAMES_2	gha	skin	763	28	il3m	77	
AHAGGAR	thv	skin	763	28	el3m	77	
ZENAGA_2	zen	skin	763	28	3j3m	77	
QABYLE	kab	skin	763	28	agw~lim	78	
HAUSA_3	hau	skin	763	28	fata	79	
BOLEWA	bol	skin	763	28	iSi	80	
BEJA_2	bej	skin	763	28	ada	81	
OROMO	gaz	skin	763	28	goga	82	
DAHALO_2	dal	skin	763	28	gino	83	
KAFFA	kbr	skin	763	28	goko	82	also: goqo
SYRIAC_2	syc	fire	221	82	nur	92	
ARABIC_QURANIC	arb	fire	221	82	nar	92	
ARABIC_LEBANESE	apc	fire	221	82	nar	92	
GEEZ	gez	fire	221	82	3sat	91	
TIGRAI	tir	fire	221	82	Xawi	93	
AMHARIC_3	amh	fire	221	82	3sat	91	
HARARI_2	har	fire	221	82	isat	91	
MEHRI_2	gdq	fire	221	82	siwot	94	
JIBBALI	shv	fire	221	82	Sot	94	
SOQOTRI_2	sqt	fire	221	82	Siyat	94	
SIWA	siz	fire	221	82	t3msi	97	
GHADAMES_2	gha	fire	221	82	ufa	98	
AHAGGAR	thv	fire	221	82	temse	97	
ZENAGA_2	zen	fire	221	82	ozun	99	
QABYLE	kab	fire	221	82	tim3s	97	
HAUSA_3	hau	fire	221	82	wuta	10	
BOLEWA	bol	fire	221	82	w3si	91	
BEJA_2	bej	fire	221	82	n7a	1	
OROMO	gaz	fire	221	82	ibida	2	also: abida
DAHALO_2	dal	fire	221	82	ega	3	
KAFFA	kbr	fire	221	82	qaqo	4	
SYRIAC_2	syc	fish	227	19	nun	11	
ARABIC_QURANIC	arb	fish	227	19	Xut	13	
ARABIC_LEBANESE	apc	fish	227	19	nun	11	
GEEZ	gez	fish	227	19	%Xasa	-2	
TIGRAI	tir	fish	227	19	%Xasa	-2	
AMHARIC_3	amh	fish	227	19	%asa	-2	
HARARI_2	har	fish	227	19	tulEm	14	
MEHRI_2	gdq	fish	227	19	cayd	15	
JIBBALI	shv	fish	227	19	cod	15	
SOQOTRI_2	sqt	fish	227	19	sode	15	
GHADAMES_2	gha	fish	227	19	ulisma	17	
AHAGGAR	thv	fish	227	19	asulm3y	17	
ZENAGA_2	zen	fish	227	19	sijman	17	
QABYLE	kab	fish	227	19	asl3m	17	
HAUSA_3	hau	fish	227	19	kifi	18	
BOLEWA	bol	fish	227	19	kirwo	18	
BEJA_2	bej	fish	227	19	asa	19	also: ase
OROMO	gaz	fish	227	19	qurtumi	20	
DAHALO_2	dal	fish	227	19	mb~alabe	21	
KAFFA	kbr	fish	227	19	haso	19	
SYRIAC_2	syc	dog	2009	21	kalb	31	
ARABIC_QURANIC	arb	dog	2009	21	kalb	31	
ARABIC_LEBANESE	apc	dog	2009	21	kal3b	31	
GEEZ	gez	dog	2009	21	kal3b	31	
TIGRAI	tir	dog	2009	21	kalbi	31	
AMHARIC_3	amh	dog	2009	21	%wuSa	-2	also: %w3Sa
HARARI_2	har	dog	2009	21	%buCi	-2	
MEHRI_2	gdq	dog	2009	21	mbayl	32	
JIBBALI	shv	dog	2009	21	kob	31	
SOQOTRI_2	sqt	dog	2009	21	%kalb	-2	
SIWA	siz	dog	2009	21	agurz3ni	35	
GHADAMES_2	gha	dog	2009	21	idi	36	
AHAGGAR	thv	dog	2009	21	eydi	36	
ZENAGA_2	zen	dog	2009	21	idi	36	
QABYLE	kab	dog	2009	21	aydi	36	
HAUSA_3	hau	dog	2009	21	kare	37	
BOLEWA	bol	dog	2009	21	kuti	38	
BEJA_2	bej	dog	2009	21	yas	39	
OROMO	gaz	dog	2009	21	sare	40	
DAHALO_2	dal	dog	2009	21	naXete	41	
KAFFA	kbr	dog	2009	21	kuna5	42	
SYRIAC_2	syc	louse	1392	22	kalm3t	73	
ARABIC_QURANIC	arb	louse	1392	22	kumal	73	
ARABIC_LEBANESE	apc	louse	1392	22	amol	73	
GEEZ	gez	louse	1392	22	kw~3mal	73	
TIGRAI	tir	louse	1392	22	kw3mal	73	
AMHARIC_3	amh	louse	1392	22	k3mal	73	
HARARI_2	har	louse	1392	22	kumay	73	
MEHRI_2	gdq	louse	1392	22	kenmit	72	
JIBBALI	shv	louse	1392	22	sinit	72	
SOQOTRI_2	sqt	louse	1392	22	konum	72	
SIWA	siz	louse	1392	22	talS3t	75	
GHADAMES_2	gha	louse	1392	22	tal3kt	75	
AHAGGAR	thv	louse	1392	22	tilik	75	
ZENAGA_2	zen	louse	1392	22	t3l3kt	75	
QABYLE	kab	louse	1392	22	tilkit	75	
HAUSA_3	hau	louse	1392	22	kw~arkw~ata	76	
BOLEWA	bol	louse	1392	22	j3Nk3ri	77	
BEJA_2	bej	louse	1392	22	tat	78	
OROMO	gaz	louse	1392	22	injiran	79	pl
DAHALO_2	dal	louse	1392	22	itore	78	
KAFFA	kbr	louse	1392	22	Cindo	80	
SYRIAC_2	syc	tree	906	23	ilan	32	
ARABIC_QURANIC	arb	tree	906	23	SaZar	33	
ARABIC_LEBANESE	apc	tree	906	23	SaZar	33	
GEEZ	gez	tree	906	23	X3d	31	
TIGRAI	tir	tree	906	23	om	34	
AMHARIC_3	amh	tree	906	23	zaf	-2	
HARARI_2	har	tree	906	23	lEfu	35	
MEHRI_2	gdq	tree	906	23	h3rmayt	36	
JIBBALI	shv	tree	906	23	heyrom	36	
SOQOTRI_2	sqt	tree	906	23	Sirohom	36	
GHADAMES_2	gha	tree	906	23	temdikt	39	
AHAGGAR	thv	tree	906	23	aS3k	40	
ZENAGA_2	zen	tree	906	23	aSa7r	41	
HAUSA_3	hau	tree	906	23	itaCe	42	
BOLEWA	bol	tree	906	23	Soiwi	43	
BEJA_2	bej	tree	906	23	"%Sed""ar"	-2	
OROMO	gaz	tree	906	23	muqa	44	
DAHALO_2	dal	tree	906	23	koro	45	
KAFFA	kbr	tree	906	23	mito	46	
SYRIAC_2	syc	leaf	628	25	tX~arp	93	
ARABIC_QURANIC	arb	leaf	628	25	warakat	94	
ARABIC_LEBANESE	apc	leaf	628	25	wara7a	94	
GEEZ	gez	leaf	628	25	kw~ac3l	95	
TIGRAI	tir	leaf	628	25	qw~asX~li	95	
AMHARIC_3	amh	leaf	628	25	k3t3l	95	
HARARI_2	har	leaf	628	25	kuti	95	
MEHRI_2	gdq	leaf	628	25	cxalfot	96	
JIBBALI	shv	leaf	628	25	cxiZfot	96	
SOQOTRI_2	sqt	leaf	628	25	saXlifo	96	
GHADAMES_2	gha	leaf	628	25	t3fra	98	
AHAGGAR	thv	leaf	628	25	afraw	98	
ZENAGA_2	zen	leaf	628	25	%t3jburuxd	-2	
QABYLE	kab	leaf	628	25	if3r	98	
HAUSA_3	hau	leaf	628	25	ga5e	99	
BOLEWA	bol	leaf	628	25	owu	10	
BEJA_2	bej	leaf	628	25	baya	1	
OROMO	gaz	leaf	628	25	bala	1	
DAHALO_2	dal	leaf	628	25	Sabune	2	
KAFFA	kbr	leaf	628	25	wamo	3	
SYRIAC_2	syc	night	1233	92	lely	32	
ARABIC_QURANIC	arb	night	1233	92	laylat	32	
ARABIC_LEBANESE	apc	night	1233	92	layl	32	
GEEZ	gez	night	1233	92	lelit	32	
TIGRAI	tir	night	1233	92	layti	32	
AMHARIC_3	amh	night	1233	92	let	32	also: lelit
HARARI_2	har	night	1233	92	lEyli	32	also: leli
MEHRI_2	gdq	night	1233	92	Xacar	33	
JIBBALI	shv	night	1233	92	Xac3r	33	
SOQOTRI_2	sqt	night	1233	92	hte	34	
SIWA	siz	night	1233	92	it	37	
GHADAMES_2	gha	night	1233	92	ibed	37	
AHAGGAR	thv	night	1233	92	ehod	37	
ZENAGA_2	zen	night	1233	92	id	37	
QABYLE	kab	night	1233	92	id	37	
HAUSA_3	hau	night	1233	92	dare	38	
BOLEWA	bol	night	1233	92	bodi	37	
BEJA_2	bej	night	1233	92	hawad	39	
OROMO	gaz	night	1233	92	halkan	40	
DAHALO_2	dal	night	1233	92	hima	41	
KAFFA	kbr	night	1233	92	tumo	42	
SYRIAC_2	syc	blood	946	30	d3m	81	
ARABIC_QURANIC	arb	blood	946	30	dam	81	
ARABIC_LEBANESE	apc	blood	946	30	dam	81	
GEEZ	gez	blood	946	30	dam	81	
TIGRAI	tir	blood	946	30	dam	81	
AMHARIC_3	amh	blood	946	30	d3m	81	
HARARI_2	har	blood	946	30	dEm	81	
MEHRI_2	gdq	blood	946	30	doreh	82	
JIBBALI	shv	blood	946	30	dohr	82	
SOQOTRI_2	sqt	blood	946	30	dEr	82	
SIWA	siz	blood	946	30	idam3n	81	
GHADAMES_2	gha	blood	946	30	demen	81	
AHAGGAR	thv	blood	946	30	ahni	83	
ZENAGA_2	zen	blood	946	30	d3m3nh~	81	
QABYLE	kab	blood	946	30	idam3n	81	
HAUSA_3	hau	blood	946	30	jini	83	
BOLEWA	bol	blood	946	30	domi	81	
BEJA_2	bej	blood	946	30	boy	84	
OROMO	gaz	blood	946	30	diga	85	
DAHALO_2	dal	blood	946	30	%diga	-2	
KAFFA	kbr	blood	946	30	damo	81	
SYRIAC_2	syc	full	1429	95	m3le	61	
ARABIC_QURANIC	arb	full	1429	95	mal7an	61	
ARABIC_LEBANESE	apc	full	1429	95	m3lin	61	
GEEZ	gez	full	1429	95	m3lu7	61	
TIGRAI	tir	full	1429	95	mulu7	61	
AMHARIC_3	amh	full	1429	95	m3lu	61	
HARARI_2	har	full	1429	95	mulu7	61	
MEHRI_2	gdq	full	1429	95	mila7	61	
JIBBALI	shv	full	1429	95	miZi7	61	
SOQOTRI_2	sqt	full	1429	95	mili	61	
SIWA	siz	full	1429	95	Cur	63	
GHADAMES_2	gha	full	1429	95	etkur	63	
AHAGGAR	thv	full	1429	95	3tk3r	63	
ZENAGA_2	zen	full	1429	95	tufurt	64	
QABYLE	kab	full	1429	95	aCaran	63	
HAUSA_3	hau	full	1429	95	Cika	65	
BOLEWA	bol	full	1429	95	gamt	66	also: gw~unt
BEJA_2	bej	full	1429	95	atab	67	
OROMO	gaz	full	1429	95	gutu	68	
DAHALO_2	dal	full	1429	95	%!ok	-2	
KAFFA	kbr	full	1429	95	Cen	69	
SYRIAC_2	syc	new	1231	96	Xad3t	11	
ARABIC_QURANIC	arb	new	1231	96	Zadid	12	
ARABIC_LEBANESE	apc	new	1231	96	Zdid	12	
GEEZ	gez	new	1231	96	Xadis	11	
TIGRAI	tir	new	1231	96	Xadis	11	
AMHARIC_3	amh	new	1231	96	adis	11	
HARARI_2	har	new	1231	96	Xajis	11	
MEHRI_2	gdq	new	1231	96	Xeydin	13	
JIBBALI	shv	new	1231	96	odin	13	
SOQOTRI_2	sqt	new	1231	96	%gadid	-2	
SIWA	siz	new	1231	96	atrar	16	
AHAGGAR	thv	new	1231	96	inay	17	
ZENAGA_2	zen	new	1231	96	3n3n	17	also: 3y3n
HAUSA_3	hau	new	1231	96	sabo	18	
BOLEWA	bol	new	1231	96	poyo	19	
BEJA_2	bej	new	1231	96	ga	20	
OROMO	gaz	new	1231	96	hara	21	
DAHALO_2	dal	new	1231	96	%mp~ia	-2	
KAFFA	kbr	new	1231	96	andero	22	
SYRIAC_2	syc	we	1212	3	X3nan	11	
ARABIC_QURANIC	arb	we	1212	3	naXnu	11	
ARABIC_LEBANESE	apc	we	1212	3	neXni	11	
GEEZ	gez	we	1212	3	n3Xna	11	
TIGRAI	tir	we	1212	3	n3Xna	11	
AMHARIC_3	amh	we	1212	3	35a	11	
HARARI_2	har	we	1212	3	35a	11	
MEHRI_2	gdq	we	1212	3	nXah	11	
JIBBALI	shv	we	1212	3	nh~an	11	
SOQOTRI_2	sqt	we	1212	3	hanhen	11	
SIWA	siz	we	1212	3	nC~ini	11	
GHADAMES_2	gha	we	1212	3	nekenin	11	
AHAGGAR	thv	we	1212	3	n3kanid	11	
ZENAGA_2	zen	we	1212	3	n3kni	11	
QABYLE	kab	we	1212	3	n3kw~ni	11	
HAUSA_3	hau	we	1212	3	mu	12	
BOLEWA	bol	we	1212	3	mimu	12	
BEJA_2	bej	we	1212	3	hanin	11	
OROMO	gaz	we	1212	3	nu	11	also: nuy
DAHALO_2	dal	we	1212	3	5a5i	11	
KAFFA	kbr	we	1212	3	nu	11	
SYRIAC_2	syc	horn	1393	34	karn	11	
ARABIC_LEBANESE	apc	horn	1393	34	aran	11	
GEEZ	gez	horn	1393	34	karn	11	
TIGRAI	tir	horn	1393	34	karni	11	
AMHARIC_3	amh	horn	1393	34	k3nd~	11	
HARARI_2	har	horn	1393	34	kEr	11	
MEHRI_2	gdq	horn	1393	34	kon	11	
JIBBALI	shv	horn	1393	34	kuhn	11	
SOQOTRI_2	sqt	horn	1393	34	kan	11	
SIWA	siz	horn	1393	34	aCao	13	
GHADAMES_2	gha	horn	1393	34	aSkaw	13	
AHAGGAR	thv	horn	1393	34	is3k	13	
ZENAGA_2	zen	horn	1393	34	t3sken	13	
QABYLE	kab	horn	1393	34	iS	13	
HAUSA_3	hau	horn	1393	34	kaho	14	
BOLEWA	bol	horn	1393	34	"b""olu"	15	
BEJA_2	bej	horn	1393	34	da7	16	
OROMO	gaz	horn	1393	34	gafa	17	
DAHALO_2	dal	horn	1393	34	tumpo	18	
KAFFA	kbr	horn	1393	34	%qaro	-2	
SYRIAC_2	syc	name	1405	100	S3m	81	
ARABIC_QURANIC	arb	name	1405	100	ism	81	
ARABIC_LEBANESE	apc	name	1405	100	3s3m	81	
GEEZ	gez	name	1405	100	s3m	81	
TIGRAI	tir	name	1405	100	s3m	81	
AMHARIC_3	amh	name	1405	100	s3m	81	
HARARI_2	har	name	1405	100	sum	81	
MEHRI_2	gdq	name	1405	100	ham	81	
JIBBALI	shv	name	1405	100	Sum	81	
SOQOTRI_2	sqt	name	1405	100	Sem	81	
GHADAMES_2	gha	name	1405	100	ism	81	
AHAGGAR	thv	name	1405	100	is3m	81	
ZENAGA_2	zen	name	1405	100	eS3m	81	
QABYLE	kab	name	1405	100	is3m	81	
HAUSA_3	hau	name	1405	100	suna	81	
BOLEWA	bol	name	1405	100	siNkwo	81	
BEJA_2	bej	name	1405	100	%sim	-2	also: %sum
OROMO	gaz	name	1405	100	maqa	83	
DAHALO_2	dal	name	1405	100	sare	84	
KAFFA	kbr	name	1405	100	Sigo	85	
SYRIAC_2	syc	ear	1247	39	edn	81	
ARABIC_QURANIC	arb	ear	1247	39	un	81	
ARABIC_LEBANESE	apc	ear	1247	39	3d3n	81	
GEEZ	gez	ear	1247	39	3z3n	81	
TIGRAI	tir	ear	1247	39	3zni	81	
AMHARIC_3	amh	ear	1247	39	%joro	-2	
HARARI_2	har	ear	1247	39	uzun	81	
MEHRI_2	gdq	ear	1247	39	haydin	81	
JIBBALI	shv	ear	1247	39	idEn	81	
SOQOTRI_2	sqt	ear	1247	39	idih3n	81	
SIWA	siz	ear	1247	39	tam3zuht	83	
GHADAMES_2	gha	ear	1247	39	is3m	84	
AHAGGAR	thv	ear	1247	39	tam3zuk	83	
ZENAGA_2	zen	ear	1247	39	tamazgud	83	
QABYLE	kab	ear	1247	39	am3zux	83	
HAUSA_3	hau	ear	1247	39	kune	85	
BOLEWA	bol	ear	1247	39	kumi	85	
BEJA_2	bej	ear	1247	39	angwil	86	
OROMO	gaz	ear	1247	39	gura	87	
DAHALO_2	dal	ear	1247	39	agaZo	88	
KAFFA	kbr	ear	1247	39	wamo	89	
SYRIAC_2	syc	eye	1248	40	ayn	41	
ARABIC_QURANIC	arb	eye	1248	40	Xayn	41	
ARABIC_LEBANESE	apc	eye	1248	40	Xayn	41	
GEEZ	gez	eye	1248	40	Xayn	41	
TIGRAI	tir	eye	1248	40	Xayni	41	
AMHARIC_3	amh	eye	1248	40	ayn	41	
HARARI_2	har	eye	1248	40	in	41	
MEHRI_2	gdq	eye	1248	40	Xayn	41	
JIBBALI	shv	eye	1248	40	Xihn	41	
SOQOTRI_2	sqt	eye	1248	40	Xayn	41	
SIWA	siz	eye	1248	40	t3t	44	
GHADAMES_2	gha	eye	1248	40	aw3l	42	
AHAGGAR	thv	eye	1248	40	tit	44	
ZENAGA_2	zen	eye	1248	40	tud	44	
QABYLE	kab	eye	1248	40	tit	44	
HAUSA_3	hau	eye	1248	40	ido	44	
BOLEWA	bol	eye	1248	40	idi	44	
BEJA_2	bej	eye	1248	40	lili	42	
OROMO	gaz	eye	1248	40	ija	42	
DAHALO_2	dal	eye	1248	40	ila	42	
KAFFA	kbr	eye	1248	40	afo	45	
SYRIAC_2	syc	nose	1221	41	neXir	52	
ARABIC_QURANIC	arb	nose	1221	41	anf	51	
ARABIC_LEBANESE	apc	nose	1221	41	m3nXar	52	
GEEZ	gez	nose	1221	41	anf	51	
TIGRAI	tir	nose	1221	41	af3nCa	53	
AMHARIC_3	amh	nose	1221	41	3f3nCa	53	
HARARI_2	har	nose	1221	41	uf	51	
MEHRI_2	gdq	nose	1221	41	neXrir	52	
JIBBALI	shv	nose	1221	41	nahrer	52	
SOQOTRI_2	sqt	nose	1221	41	nahrir	52	
SIWA	siz	nose	1221	41	tanz~art	55	
GHADAMES_2	gha	nose	1221	41	t3nzart	55	
AHAGGAR	thv	nose	1221	41	a5giur	52	
ZENAGA_2	zen	nose	1221	41	tinZ3r3n	55	
QABYLE	kab	nose	1221	41	anzar3n	55	pl
HAUSA_3	hau	nose	1221	41	nanCi	56	
BOLEWA	bol	nose	1221	41	wintu	56	
BEJA_2	bej	nose	1221	41	genut	57	
OROMO	gaz	nose	1221	41	fu5an	58	
DAHALO_2	dal	nose	1221	41	%sina	-2	
KAFFA	kbr	nose	1221	41	mudo	59	
