language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
KAMASAU	kms	star	1430	74	domiNgi	1	
YIBAB	kms	star	1430	74	tem	2	
WANDOMI	kms	star	1430	74	tem	2	
KENYARI	kms	star	1430	74	pomi7i	1	
SAMAP	ele	star	1430	74	mutami	3	
TRING	kms	one	1493	11	iri	1	also: temi
WAU	kms	one	1493	11	iri	1	also: tremi
KAMASAU	kms	one	1493	11	iri	1	also: temi
YIBAB	kms	one	1493	11	iri	1	also: temi
WANDOMI	kms	one	1493	11	iri	1	also: temi
KENYARI	kms	one	1493	11	iri	1	also: meremi
PARUWA	kms	one	1493	11	ri	1	also: mremi
SAMAP	ele	one	1493	11	ki	2	also: meremi
TRING	kms	two	1498	12	teri	1	
WAU	kms	two	1498	12	teri	1	
KAMASAU	kms	two	1498	12	teri	1	
YIBAB	kms	two	1498	12	teri	1	
WANDOMI	kms	two	1498	12	teri	1	
KENYARI	kms	two	1498	12	mereyi	2	
SAMAP	ele	two	1498	12	merere	2	
TRING	kms	stone	857	77	wet	1	
WAU	kms	stone	857	77	wet	1	
KAMASAU	kms	stone	857	77	wet	1	
YIBAB	kms	stone	857	77	wet	1	
WANDOMI	kms	stone	857	77	wet	1	
KENYARI	kms	stone	857	77	weh	1	
PARUWA	kms	stone	857	77	wa	1	
TRING	kms	skin	763	28	CoNgo	1	
WAU	kms	skin	763	28	CoNgo	1	
KAMASAU	kms	skin	763	28	CoNgo	1	
YIBAB	kms	skin	763	28	CaNgo	1	
KENYARI	kms	skin	763	28	CaNgwo	1	
PARUWA	kms	skin	763	28	Cangwo	1	
SAMAP	ele	skin	763	28	jogo	2	
TRING	kms	fire	221	82	wase	1	
WAU	kms	fire	221	82	wase	1	
KAMASAU	kms	fire	221	82	wase	1	
YIBAB	kms	fire	221	82	wate	1	
WANDOMI	kms	fire	221	82	wate	1	
KENYARI	kms	fire	221	82	waha	1	
PARUWA	kms	fire	221	82	waha	1	
SAMAP	ele	fire	221	82	wate	1	
TRING	kms	fish	227	19	umo	1	
WAU	kms	fish	227	19	7umo	1	
KAMASAU	kms	fish	227	19	umo	1	
YIBAB	kms	fish	227	19	7umo	1	
WANDOMI	kms	fish	227	19	umo	1	
KENYARI	kms	fish	227	19	7umo	1	
SAMAP	ele	fish	227	19	7uma	1	
TRING	kms	dog	2009	21	5ombwi	1	
WAU	kms	dog	2009	21	5ombwi	1	
KAMASAU	kms	dog	2009	21	5ombwi	1	
YIBAB	kms	dog	2009	21	7et	2	
WANDOMI	kms	dog	2009	21	yet	2	
KENYARI	kms	dog	2009	21	5ombwi	1	
PARUWA	kms	dog	2009	21	5ombwi	1	
SAMAP	ele	dog	2009	21	5amp	1	
TRING	kms	louse	1392	22	3mbiski	1	
WAU	kms	louse	1392	22	mbiski	1	
KAMASAU	kms	louse	1392	22	mbiski	1	
YIBAB	kms	louse	1392	22	mbit	1	
WANDOMI	kms	louse	1392	22	mbit	1	
KENYARI	kms	louse	1392	22	pinji	2	
PARUWA	kms	louse	1392	22	pinji	2	
SAMAP	ele	louse	1392	22	mbite	1	
TRING	kms	tree	906	23	5umo	1	
WAU	kms	tree	906	23	5umo	1	
KAMASAU	kms	tree	906	23	5umo	1	
YIBAB	kms	tree	906	23	5umo	1	
WANDOMI	kms	tree	906	23	5umo	1	
KENYARI	kms	tree	906	23	5umo	1	
PARUWA	kms	tree	906	23	5imer	1	
SAMAP	ele	tree	906	23	yuma	1	
TRING	kms	leaf	628	25	ra7e	1	
WAU	kms	leaf	628	25	ra7e	1	
KAMASAU	kms	leaf	628	25	ra7e	1	
YIBAB	kms	leaf	628	25	yam	2	
WANDOMI	kms	leaf	628	25	ra	1	
KENYARI	kms	leaf	628	25	njau	3	
PARUWA	kms	leaf	628	25	mane	4	
SAMAP	ele	leaf	628	25	re7e	1	
TRING	kms	night	1233	92	bur	1	
WAU	kms	night	1233	92	bur	1	
KAMASAU	kms	night	1233	92	bur	1	
YIBAB	kms	night	1233	92	bur	1	
WANDOMI	kms	night	1233	92	bur	1	
KENYARI	kms	night	1233	92	wuNgi	2	
SAMAP	ele	night	1233	92	wuNga	2	
TRING	kms	blood	946	30	yab3	1	
WAU	kms	blood	946	30	yab3	1	
KAMASAU	kms	blood	946	30	yab3	1	
YIBAB	kms	blood	946	30	yabu	1	
WANDOMI	kms	blood	946	30	wunande	2	
KENYARI	kms	blood	946	30	yab3	1	
PARUWA	kms	blood	946	30	yab3	1	
SAMAP	ele	blood	946	30	Nainde	2	
TRING	kms	full	1429	95	bire	1	
WAU	kms	full	1429	95	bire	1	
KAMASAU	kms	full	1429	95	bire	1	
YIBAB	kms	full	1429	95	bire	1	
WANDOMI	kms	full	1429	95	bire	1	
KENYARI	kms	full	1429	95	bire	1	
SAMAP	ele	full	1429	95	mbara	1	
TRING	kms	new	1231	96	urupwi	1	
WAU	kms	new	1231	96	7urupwi	1	
KAMASAU	kms	new	1231	96	7urupwi	1	
YIBAB	kms	new	1231	96	tiNeye	2	
WANDOMI	kms	new	1231	96	tineye	2	
KENYARI	kms	new	1231	96	uruhwi	1	
SAMAP	ele	new	1231	96	nji7i5e	3	
TRING	kms	we	1212	3	begi	1	
WAU	kms	we	1212	3	begi	1	
KAMASAU	kms	we	1212	3	begi	1	
YIBAB	kms	we	1212	3	Nebewu	1	
WANDOMI	kms	we	1212	3	Nebegi	1	
KENYARI	kms	we	1212	3	bewi	1	
SAMAP	ele	we	1212	3	NanuNgu	2	
TRING	kms	name	1405	100	5amb	1	
WAU	kms	name	1405	100	5amb	1	
KAMASAU	kms	name	1405	100	5amb	1	
YIBAB	kms	name	1405	100	5ambu	1	
WANDOMI	kms	name	1405	100	5amb	1	
KENYARI	kms	name	1405	100	5amb	1	
SAMAP	ele	name	1405	100	5amb	1	
TRING	kms	ear	1247	39	aNge	1	
WAU	kms	ear	1247	39	aNga	1	
KAMASAU	kms	ear	1247	39	aNge	1	
YIBAB	kms	ear	1247	39	maNge	1	
WANDOMI	kms	ear	1247	39	maNge	1	
KENYARI	kms	ear	1247	39	aNge	1	
PARUWA	kms	ear	1247	39	aNgo	1	
SAMAP	ele	ear	1247	39	ma7aNk	1	
TRING	kms	eye	1248	40	rar	1	
WAU	kms	eye	1248	40	rar	1	
KAMASAU	kms	eye	1248	40	rar	1	
YIBAB	kms	eye	1248	40	rar	1	
WANDOMI	kms	eye	1248	40	rar	1	
KENYARI	kms	eye	1248	40	ra7	1	
PARUWA	kms	eye	1248	40	ra7	1	
SAMAP	ele	eye	1248	40	rar	1	
TRING	kms	nose	1221	41	k3me	1	
WAU	kms	nose	1221	41	k3me	1	
KAMASAU	kms	nose	1221	41	k3me	1	
YIBAB	kms	nose	1221	41	k3me	1	
WANDOMI	kms	nose	1221	41	k3me	1	
KENYARI	kms	nose	1221	41	k3me	1	
PARUWA	kms	nose	1221	41	k3mo	1	
SAMAP	ele	nose	1221	41	k3me	1	
TRING	kms	tooth	1380	43	sawo	1	
WAU	kms	tooth	1380	43	sawo	1	
KAMASAU	kms	tooth	1380	43	sawo	1	
YIBAB	kms	tooth	1380	43	tawo	1	
WANDOMI	kms	tooth	1380	43	tawo	1	
KENYARI	kms	tooth	1380	43	hawo	1	
PARUWA	kms	tooth	1380	43	hawo	1	
SAMAP	ele	tooth	1380	43	tawo	1	
TRING	kms	tongue	1205	44	minju	1	
WAU	kms	tongue	1205	44	minju	1	
KAMASAU	kms	tongue	1205	44	minju	1	
YIBAB	kms	tongue	1205	44	minju	1	
WANDOMI	kms	tongue	1205	44	minju	1	
KENYARI	kms	tongue	1205	44	Nari	2	
PARUWA	kms	tongue	1205	44	Nari	2	
SAMAP	ele	tongue	1205	44	minju	1	
TRING	kms	hand	1277	48	suram	1	also: si
WAU	kms	hand	1277	48	timi	2	also: si
KAMASAU	kms	hand	1277	48	suram	1	also: si
YIBAB	kms	hand	1277	48	turam	1	also: ti
WANDOMI	kms	hand	1277	48	turam	1	also: ti
KENYARI	kms	hand	1277	48	huram	1	also: hi
PARUWA	kms	hand	1277	48	hiNap3	3	
SAMAP	ele	hand	1277	48	turambi	1	also: katu
TRING	kms	breast	1402	51	mi5	1	
WAU	kms	breast	1402	51	mi5	1	
KAMASAU	kms	breast	1402	51	mi5	1	
YIBAB	kms	breast	1402	51	mi5	1	
WANDOMI	kms	breast	1402	51	mi5	1	
KENYARI	kms	breast	1402	51	mi5	1	
PARUWA	kms	breast	1402	51	m35	1	
SAMAP	ele	breast	1402	51	mi5	1	
TRING	kms	drink	1401	54	ne	1	
WAU	kms	drink	1401	54	na	1	
KAMASAU	kms	drink	1401	54	ne	1	
YIBAB	kms	drink	1401	54	na	1	
WANDOMI	kms	drink	1401	54	na	1	
KENYARI	kms	drink	1401	54	ne	1	
SAMAP	ele	drink	1401	54	da	1	
TRING	kms	you	1213	2	nu	1	
WAU	kms	you	1213	2	nu	1	
KAMASAU	kms	you	1213	2	nu	1	
YIBAB	kms	you	1213	2	nu	1	
WANDOMI	kms	you	1213	2	nu	1	
KENYARI	kms	you	1213	2	nu	1	
SAMAP	ele	you	1213	2	ninde	2	
TRING	kms	see	1409	57	nu7ond	1	"= ""he sees me"""
WAU	kms	see	1409	57	nu7onj	1	"= ""he sees me"""
KAMASAU	kms	see	1409	57	nu7ond	1	"= ""he sees me"""
YIBAB	kms	see	1409	57	nu7onj	1	"= ""he sees me"""
WANDOMI	kms	see	1409	57	nuwonj	1	"= ""he sees me"""
KENYARI	kms	see	1409	57	nu7ond	1	"= ""he sees me"""
PARUWA	kms	see	1409	57	noand	1	"= ""he sees me"""
SAMAP	ele	see	1409	57	nu7onj	1	"= ""he sees me"""
TRING	kms	hear	1408	58	wutuNu	1	"= ""she hears"""
WAU	kms	hear	1408	58	wutuNu	1	"= ""she hears"""
KAMASAU	kms	hear	1408	58	wutuNu	1	"= ""she hears"""
YIBAB	kms	hear	1408	58	wutuNu	1	"= ""she hears"""
WANDOMI	kms	hear	1408	58	wutuNu	1	"= ""she hears"""
KENYARI	kms	hear	1408	58	wuhuNu	1	"= ""she hears"""
SAMAP	ele	hear	1408	58	wutu7	1	"= ""she hears"""
TRING	kms	bone	1394	31	Nape	1	
WAU	kms	bone	1394	31	Nape	1	
KAMASAU	kms	bone	1394	31	Nape	1	
YIBAB	kms	bone	1394	31	Nape	1	
WANDOMI	kms	bone	1394	31	diage	2	
KENYARI	kms	bone	1394	31	Nape	1	
PARUWA	kms	bone	1394	31	Nape	1	
TRING	kms	die	1494	61	nati	1	"also: kati; = ""he dies, I die"""
WAU	kms	die	1494	61	nati	1	"also: kati; = ""he dies, I die"""
KAMASAU	kms	die	1494	61	nati	1	"also: kati; = ""he dies, I die"""
YIBAB	kms	die	1494	61	nati	1	"also: gati; = ""he dies, I die"""
WANDOMI	kms	die	1494	61	nati	1	"also: gati; = ""he dies, I die"""
KENYARI	kms	die	1494	61	nahi	1	"also: kahi; = ""he dies, I die"""
SAMAP	ele	die	1494	61	gureN nand	2	"also: nita; = ""he dies, I die"""
TRING	kms	road (path)	667	85	N3m	1	
WAU	kms	road (path)	667	85	N3m	1	
KAMASAU	kms	road (path)	667	85	N3m	1	
YIBAB	kms	road (path)	667	85	ma5e	2	
WANDOMI	kms	road (path)	667	85	ma5e	2	
KENYARI	kms	road (path)	667	85	ma5eriNk	2	
PARUWA	kms	road (path)	667	85	myeriNk	2	
SAMAP	ele	road (path)	667	85	N3m	1	
