language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
HUBE	kgf	who	1235	6	moN	1	
TOBO	tbv	who	1235	6	moN	1	
KOSORONG	ksr	who	1235	6	moN	1	
MINDIK	bmu	who	1235	6	moN	2	
BURUM	bmu	who	1235	6	kun	2	
ONO	ons	who	1235	6	mane	3	
KOMBA	kpf	who	1235	6	Nai	4	
SELEPET	spl	who	1235	6	olo	5	
TIMBE	tim	who	1235	6	kio	6	
NABAK	naf	who	1235	6	kureki	7	
MOMOLILI	mci	who	1235	6	ala	5	
KATE	kmg	what	1236	7	wemo	1	
MAPE_2	mlh	what	1236	7	wamo	1	
DEDUA	ded	what	1236	7	dafi	2	
HUBE	kgf	what	1236	7	nemak	3	
TOBO	tbv	what	1236	7	nomat	3	
KOSORONG	ksr	what	1236	7	namuNak	4	
MINDIK	bmu	what	1236	7	nowo	5	
BURUM	bmu	what	1236	7	wania	6	
ONO	ons	what	1236	7	onoka	7	
KOMBA	kpf	what	1236	7	wan	6	
SELEPET	spl	what	1236	7	wuon	6	
TIMBE	tim	what	1236	7	wan	6	
NABAK	naf	what	1236	7	pitne	8	
MOMOLILI	mci	what	1236	7	wana	6	
KATE	kmg	not	1240	8	mi	1	
MAPE_2	mlh	not	1240	8	so	2	
DEDUA	ded	not	1240	8	mi	1	
HUBE	kgf	not	1240	8	munda	3	
TOBO	tbv	not	1240	8	mondo	3	
KOSORONG	ksr	not	1240	8	mende	3	
MINDIK	bmu	not	1240	8	kp~aho	4	
BURUM	bmu	not	1240	8	kp~ahop	4	
ONO	ons	not	1240	8	mi	1	
KOMBA	kpf	not	1240	8	mo	1	
SELEPET	spl	not	1240	8	ki	5	
TIMBE	tim	not	1240	8	bo	6	
NABAK	naf	not	1240	8	ku	5	
MOMOLILI	mci	not	1240	8	k3m	7	
KATE	kmg	all	98	9	sasawa	1	
MAPE_2	mlh	all	98	9	sosowo	1	
DEDUA	ded	all	98	9	sasawa	1	
HUBE	kgf	all	98	9	mokcoN	2	
TOBO	tbv	all	98	9	eNalek	3	
KOSORONG	ksr	all	98	9	kuya	4	
MINDIK	bmu	all	98	9	moketaNi	5	
BURUM	bmu	all	98	9	kp~akp~ak	6	
ONO	ons	all	98	9	korop	7	
KOMBA	kpf	all	98	9	aksik	8	
SELEPET	spl	all	98	9	kerek	9	
TIMBE	tim	all	98	9	horowok	10	
NABAK	naf	all	98	9	ilinsakpep	11	
MOMOLILI	mci	all	98	9	p3s3kpep	12	
KATE	kmg	many	1198	10	bo7yaha	1	
MAPE_2	mlh	many	1198	10	boiaha	1	
DEDUA	ded	many	1198	10	homak	2	
HUBE	kgf	many	1198	10	sasara	3	
TOBO	tbv	many	1198	10	sesia	3	
KOSORONG	ksr	many	1198	10	mamagu	4	
MINDIK	bmu	many	1198	10	seseNi	3	
BURUM	bmu	many	1198	10	gotpok	5	
ONO	ons	many	1198	10	louloutNe	6	
KOMBA	kpf	many	1198	10	biwiro	7	
SELEPET	spl	many	1198	10	biwiro	7	
TIMBE	tim	many	1198	10	biwiro	7	
NABAK	naf	many	1198	10	kilisik	8	
MOMOLILI	mci	many	1198	10	kirisi	8	
KATE	kmg	one	1493	11	moyaha	1	
MAPE_2	mlh	one	1493	11	mokotoN	2	
DEDUA	ded	one	1493	11	mokgu	1	
HUBE	kgf	one	1493	11	momakgu	1	
TOBO	tbv	one	1493	11	mohok	3	
KOSORONG	ksr	one	1493	11	motoNgok	4	
MINDIK	bmu	one	1493	11	mokuN	1	
BURUM	bmu	one	1493	11	mohot	3	
ONO	ons	one	1493	11	weku	5	
KOMBA	kpf	one	1493	11	konok	6	
SELEPET	spl	one	1493	11	konok	6	
TIMBE	tim	one	1493	11	konok	6	
NABAK	naf	one	1493	11	kpep	7	
MOMOLILI	mci	one	1493	11	kpeci	7	
KATE	kmg	two	1498	12	yayahe7	1	
MAPE_2	mlh	two	1498	12	yoyokak	1	
DEDUA	ded	two	1498	12	yohokaN	1	
HUBE	kgf	two	1498	12	rehek	2	
TOBO	tbv	two	1498	12	rohot	2	
KOSORONG	ksr	two	1498	12	woik	3	
MINDIK	bmu	two	1498	12	woit	3	
BURUM	bmu	two	1498	12	yahat	2	
ONO	ons	two	1498	12	etke	4	
KOMBA	kpf	two	1498	12	zohot	2	
SELEPET	spl	two	1498	12	yohop	2	
TIMBE	tim	two	1498	12	louwo	5	
NABAK	naf	two	1498	12	cut	6	
MOMOLILI	mci	two	1498	12	ceba	7	
KATE	kmg	big	1202	13	ko7gbene	1	
MAPE_2	mlh	big	1202	13	yasogo	2	
DEDUA	ded	big	1202	13	kuneN	3	
HUBE	kgf	big	1202	13	kuneN	3	
TOBO	tbv	big	1202	13	baia	4	
KOSORONG	ksr	big	1202	13	somata	5	
MINDIK	bmu	big	1202	13	ketaNi	6	
BURUM	bmu	big	1202	13	ketaNi	6	
ONO	ons	big	1202	13	suaine	7	
KOMBA	kpf	big	1202	13	pato	8	
SELEPET	spl	big	1202	13	pato	8	
TIMBE	tim	big	1202	13	humo	9	
NABAK	naf	big	1202	13	taemba	10	
MOMOLILI	mci	big	1202	13	k3itn	11	
KATE	kmg	long	1203	14	cori7ne	1	
MAPE_2	mlh	long	1203	14	coraikne	1	
DEDUA	ded	long	1203	14	herea	2	
HUBE	kgf	long	1203	14	horua	2	
TOBO	tbv	long	1203	14	korua	2	
KOSORONG	ksr	long	1203	14	koriga	2	
MINDIK	bmu	long	1203	14	koripNi	2	
BURUM	bmu	long	1203	14	koripNi	2	
ONO	ons	long	1203	14	kiroine	2	
KOMBA	kpf	long	1203	14	korep	2	
SELEPET	spl	long	1203	14	kolip	2	
TIMBE	tim	long	1203	14	kolip	2	
NABAK	naf	long	1203	14	tepm3N	3	
MOMOLILI	mci	long	1203	14	kepm	4	
KATE	kmg	small	1246	15	piti7ne	1	
MAPE_2	mlh	small	1246	15	mendakne	2	
DEDUA	ded	small	1246	15	kapia	3	
HUBE	kgf	small	1246	15	komoga	4	
TOBO	tbv	small	1246	15	komora	4	
KOSORONG	ksr	small	1246	15	merak	5	
MINDIK	bmu	small	1246	15	komokNi	4	
BURUM	bmu	small	1246	15	moroNi	6	
ONO	ons	small	1246	15	nigatne	7	
KOMBA	kpf	small	1246	15	moikto	8	
SELEPET	spl	small	1246	15	tipiNe	9	
TIMBE	tim	small	1246	15	boleNe	10	
NABAK	naf	small	1246	15	isikN3n	11	
MOMOLILI	mci	small	1246	15	namzi	12	
KATE	kmg	woman	962	16	Noka7	1	
MAPE_2	mlh	woman	962	16	Nigok	1	
DEDUA	ded	woman	962	16	Nak	1	
HUBE	kgf	woman	962	16	embak	2	
TOBO	tbv	woman	962	16	embat	2	
KOSORONG	ksr	woman	962	16	embak	2	
MINDIK	bmu	woman	962	16	ambi	2	
BURUM	bmu	woman	962	16	ambi	2	
ONO	ons	woman	962	16	Nerep	3	
KOMBA	kpf	woman	962	16	abon	2	
SELEPET	spl	woman	962	16	ibi	2	
TIMBE	tim	woman	962	16	oboi	2	
NABAK	naf	woman	962	16	imbi	2	
MOMOLILI	mci	woman	962	16	imbi	2	
KATE	kmg	man	1554	17	Ni7	1	
MAPE_2	mlh	man	1554	17	Nik	1	
DEDUA	ded	man	1554	17	Nik	1	
HUBE	kgf	man	1554	17	ik	1	
TOBO	tbv	man	1554	17	ip	1	
KOSORONG	ksr	man	1554	17	ecak	2	
MINDIK	bmu	man	1554	17	aiwi	3	
BURUM	bmu	man	1554	17	aci	4	
ONO	ons	man	1554	17	Nei	1	
KOMBA	kpf	man	1554	17	a	5	
SELEPET	spl	man	1554	17	lok	6	
TIMBE	tim	man	1554	17	luok	6	
NABAK	naf	man	1554	17	an	5	
MOMOLILI	mci	man	1554	17	a*	5	
KATE	kmg	bird	937	20	wipe	1	
MAPE_2	mlh	bird	937	20	woro	2	
DEDUA	ded	bird	937	20	neN	3	
HUBE	kgf	bird	937	20	nei	3	
TOBO	tbv	bird	937	20	ni	3	
KOSORONG	ksr	bird	937	20	koN	4	
MINDIK	bmu	bird	937	20	nei	3	
BURUM	bmu	bird	937	20	nei	3	
ONO	ons	bird	937	20	naNi	3	
KOMBA	kpf	bird	937	20	ni	3	
SELEPET	spl	bird	937	20	noi	3	
TIMBE	tim	bird	937	20	laut	5	
NABAK	naf	bird	937	20	aga	6	
MOMOLILI	mci	bird	937	20	lau	5	
KATE	kmg	dog	2009	21	kp~oto	1	
MAPE_2	mlh	dog	2009	21	kp~oro	1	
DEDUA	ded	dog	2009	21	kasi	2	
HUBE	kgf	dog	2009	21	kacu	2	
TOBO	tbv	dog	2009	21	kiam	3	
KOSORONG	ksr	dog	2009	21	kasuk	2	
MINDIK	bmu	dog	2009	21	kiam	3	
BURUM	bmu	dog	2009	21	kiam	3	
ONO	ons	dog	2009	21	kasi	2	
KOMBA	kpf	dog	2009	21	wau	4	
SELEPET	spl	dog	2009	21	soso	5	
TIMBE	tim	dog	2009	21	dua	6	
NABAK	naf	dog	2009	21	tam	7	
MOMOLILI	mci	dog	2009	21	ta	7	
KATE	kmg	louse	1392	22	imeN	1	
MAPE_2	mlh	louse	1392	22	imeN	1	
DEDUA	ded	louse	1392	22	yomiN	1	
HUBE	kgf	louse	1392	22	imin	1	
TOBO	tbv	louse	1392	22	imin	1	
KOSORONG	ksr	louse	1392	22	imoN	1	
MINDIK	bmu	louse	1392	22	imin	1	
BURUM	bmu	louse	1392	22	imin	1	
ONO	ons	louse	1392	22	emen	1	
KOMBA	kpf	louse	1392	22	imen	1	
SELEPET	spl	louse	1392	22	imen	1	
TIMBE	tim	louse	1392	22	imen	1	
NABAK	naf	louse	1392	22	emin	1	
MOMOLILI	mci	louse	1392	22	l3m	2	
KATE	kmg	tree	906	23	yo7	1	
MAPE_2	mlh	tree	906	23	yok	1	
DEDUA	ded	tree	906	23	ik	2	
HUBE	kgf	tree	906	23	ik	2	
TOBO	tbv	tree	906	23	ip	2	
KOSORONG	ksr	tree	906	23	ik	2	
MINDIK	bmu	tree	906	23	ip	2	
BURUM	bmu	tree	906	23	ip	2	
ONO	ons	tree	906	23	eki	3	
KOMBA	kpf	tree	906	23	nak	4	
SELEPET	spl	tree	906	23	nak	4	
TIMBE	tim	tree	906	23	lowin	5	
NABAK	naf	tree	906	23	t3p	6	
MOMOLILI	mci	tree	906	23	t3	6	
KATE	kmg	seed	714	24	hondoN	1	
MAPE_2	mlh	seed	714	24	fonoN	2	
DEDUA	ded	seed	714	24	honduN	1	
HUBE	kgf	seed	714	24	gokme	3	
TOBO	tbv	seed	714	24	gopi	4	
KOSORONG	ksr	seed	714	24	kota	5	
MINDIK	bmu	seed	714	24	kot	5	
BURUM	bmu	seed	714	24	kot	5	
ONO	ons	seed	714	24	wau	6	
KOMBA	kpf	seed	714	24	ket	7	
SELEPET	spl	seed	714	24	kehet	7	
TIMBE	tim	seed	714	24	kodet	8	
NABAK	naf	seed	714	24	k3t	5	
MOMOLILI	mci	seed	714	24	k3t	5	
KATE	kmg	leaf	628	25	reha7	1	"stem, ""its leaf"""
MAPE_2	mlh	leaf	628	25	rekak	1	
DEDUA	ded	leaf	628	25	mari	2	"stem, ""its leaf"""
HUBE	kgf	leaf	628	25	hareN	3	"stem, ""its leaf"""
TOBO	tbv	leaf	628	25	karem	3	"stem, ""its leaf"""
KOSORONG	ksr	leaf	628	25	seN	4	
MINDIK	bmu	leaf	628	25	sin	4	
BURUM	bmu	leaf	628	25	sin	4	
ONO	ons	leaf	628	25	meti	5	"stem, ""its leaf"""
KOMBA	kpf	leaf	628	25	in	4	"stem, ""its leaf"""
SELEPET	spl	leaf	628	25	esen	4	"stem, ""its leaf"""
TIMBE	tim	leaf	628	25	esen	4	"stem, ""its leaf"""
NABAK	naf	leaf	628	25	sin	4	"stem, ""its leaf"""
MOMOLILI	mci	leaf	628	25	sin	4	"stem, ""its leaf"""
KATE	kmg	root	670	26	goto	1	
MAPE_2	mlh	root	670	26	goru	1	
DEDUA	ded	root	670	26	gode	1	
HUBE	kgf	root	670	26	gete	1	
TOBO	tbv	root	670	26	onde	2	
KOSORONG	ksr	root	670	26	tita	3	
MINDIK	bmu	root	670	26	calo	4	
BURUM	bmu	root	670	26	calo	4	
ONO	ons	root	670	26	Nodi	5	
KOMBA	kpf	root	670	26	odoN	2	
SELEPET	spl	root	670	26	gihit	6	
TIMBE	tim	root	670	26	kodoro	7	
NABAK	naf	root	670	26	kindi	7	
MOMOLILI	mci	root	670	26	kindiri	7	
KATE	kmg	skin	763	28	saha7	1	"stem, ""its skin"""
MAPE_2	mlh	skin	763	28	mocu	2	
DEDUA	ded	skin	763	28	sebi	3	"stem, ""its skin"""
HUBE	kgf	skin	763	28	sewira	3	"stem, ""its skin"""
TOBO	tbv	skin	763	28	sowol	3	"stem, ""its skin"""
KOSORONG	ksr	skin	763	28	sele	4	
MINDIK	bmu	skin	763	28	sele	4	
BURUM	bmu	skin	763	28	sile	4	
ONO	ons	skin	763	28	solai	4	"stem, ""its skin"""
KOMBA	kpf	skin	763	28	sok	5	"stem, ""its skin"""
SELEPET	spl	skin	763	28	hok	5	"stem, ""its skin"""
TIMBE	tim	skin	763	28	hok	5	"stem, ""its skin"""
NABAK	naf	skin	763	28	s3k	5	"stem, ""its skin"""
MOMOLILI	mci	skin	763	28	s3k	5	"stem, ""its skin"""
KATE	kmg	meat	634	29	bihu7	1	
MAPE_2	mlh	meat	634	29	biu	1	
DEDUA	ded	meat	634	29	fusi	2	
HUBE	kgf	meat	634	29	busi	2	
TOBO	tbv	meat	634	29	busi	2	
KOSORONG	ksr	meat	634	29	busi	2	
MINDIK	bmu	meat	634	29	busu	2	
BURUM	bmu	meat	634	29	busu	2	
ONO	ons	meat	634	29	biku	1	
KOMBA	kpf	meat	634	29	sunum	3	
SELEPET	spl	meat	634	29	sunum	3	
TIMBE	tim	meat	634	29	sunum	3	
NABAK	naf	meat	634	29	s3sumbaN	4	
MOMOLILI	mci	meat	634	29	mirik	5	
KATE	kmg	blood	946	30	so7	1	"stem, ""its blood"""
MAPE_2	mlh	blood	946	30	dari	2	
DEDUA	ded	blood	946	30	sawa	1	"stem, ""its blood"""
HUBE	kgf	blood	946	30	sawa	1	"stem, ""its blood"""
TOBO	tbv	blood	946	30	sap	1	"stem, ""its blood"""
KOSORONG	ksr	blood	946	30	saya	1	
MINDIK	bmu	blood	946	30	sep	1	
BURUM	bmu	blood	946	30	sep	1	
ONO	ons	blood	946	30	weNemi	3	"stem, ""its blood"""
KOMBA	kpf	blood	946	30	sep	1	"stem, ""its blood"""
SELEPET	spl	blood	946	30	hep	1	"stem, ""its blood"""
TIMBE	tim	blood	946	30	gilom	4	"stem, ""its blood"""
NABAK	naf	blood	946	30	sip	1	"stem, ""its blood"""
MOMOLILI	mci	blood	946	30	sip	1	"stem, ""its blood"""
KATE	kmg	bone	1394	31	sie7	1	"stem, ""its bone"""
MAPE_2	mlh	bone	1394	31	siak	1	
DEDUA	ded	bone	1394	31	sir	1	"stem, ""its bone"""
HUBE	kgf	bone	1394	31	sigl~	1	"stem, ""its bone"""
TOBO	tbv	bone	1394	31	sihit	1	"stem, ""its bone"""
KOSORONG	ksr	bone	1394	31	sita	1	
MINDIK	bmu	bone	1394	31	sihit	1	
BURUM	bmu	bone	1394	31	sihit	1	
ONO	ons	bone	1394	31	set	1	"stem, ""its bone"""
KOMBA	kpf	bone	1394	31	ton	2	"stem, ""its bone"""
SELEPET	spl	bone	1394	31	hahit	1	"stem, ""its bone"""
TIMBE	tim	bone	1394	31	hahit	1	"stem, ""its bone"""
NABAK	naf	bone	1394	31	kanc~iN	3	"stem, ""its bone"""
MOMOLILI	mci	bone	1394	31	siet	1	"stem, ""its bone"""
KATE	kmg	fat	1282	32	wokemaN	1	
MAPE_2	mlh	fat	1282	32	wici	2	
DEDUA	ded	fat	1282	32	wokemaN	1	
HUBE	kgf	fat	1282	32	harek	3	
TOBO	tbv	fat	1282	32	kalak	3	
KOSORONG	ksr	fat	1282	32	kelega	3	
MINDIK	bmu	fat	1282	32	kelok	3	
BURUM	bmu	fat	1282	32	kelok	3	
ONO	ons	fat	1282	32	kelok	3	
KOMBA	kpf	fat	1282	32	kelok	3	
SELEPET	spl	fat	1282	32	kelu	3	
TIMBE	tim	fat	1282	32	kelu	3	
NABAK	naf	fat	1282	32	kerak	3	
MOMOLILI	mci	fat	1282	32	ker3k	3	
KATE	kmg	tail	1220	35	ge7	1	
MAPE_2	mlh	tail	1220	35	ci	2	
DEDUA	ded	tail	1220	35	ci	2	
HUBE	kgf	tail	1220	35	ci	2	
TOBO	tbv	tail	1220	35	ci	2	
KOSORONG	ksr	tail	1220	35	dai	2	
MINDIK	bmu	tail	1220	35	lou	3	
BURUM	bmu	tail	1220	35	dai	2	
ONO	ons	tail	1220	35	dai	2	
KOMBA	kpf	tail	1220	35	da	2	
SELEPET	spl	tail	1220	35	hape	4	
TIMBE	tim	tail	1220	35	dape	4	
NABAK	naf	tail	1220	35	dak	5	
MOMOLILI	mci	tail	1220	35	dak	5	
KATE	kmg	hair	1040	37	cowo	1	
MAPE_2	mlh	hair	1040	37	kaNcaN	2	
DEDUA	ded	hair	1040	37	cowe	1	
HUBE	kgf	hair	1040	37	cu	3	
TOBO	tbv	hair	1040	37	cu	3	
KOSORONG	ksr	hair	1040	37	cui	3	
MINDIK	bmu	hair	1040	37	cup	3	
BURUM	bmu	hair	1040	37	cup	3	
ONO	ons	hair	1040	37	cou	3	
KOMBA	kpf	hair	1040	37	somot	4	
SELEPET	spl	hair	1040	37	somot	4	
TIMBE	tim	hair	1040	37	dumut	4	
NABAK	naf	hair	1040	37	cup	3	
MOMOLILI	mci	hair	1040	37	cup	3	
KATE	kmg	head	1256	38	kp~ice7	1	
MAPE_2	mlh	head	1256	38	kp~oru	2	
DEDUA	ded	head	1256	38	fufu	3	
HUBE	kgf	head	1256	38	ogu	4	
TOBO	tbv	head	1256	38	norok	5	
KOSORONG	ksr	head	1256	38	osoga	6	
MINDIK	bmu	head	1256	38	noruk	5	
BURUM	bmu	head	1256	38	noruk	5	
ONO	ons	head	1256	38	lewit	7	
KOMBA	kpf	head	1256	38	kauk	8	
SELEPET	spl	head	1256	38	kun	9	
TIMBE	tim	head	1256	38	kaut	8	
NABAK	naf	head	1256	38	Nokanci	9	
MOMOLILI	mci	head	1256	38	nok	10	
KATE	kmg	ear	1247	39	hace7	1	"stem, ""its ear"""
MAPE_2	mlh	ear	1247	39	kace	1	
DEDUA	ded	ear	1247	39	heca	1	"stem, ""its ear"""
HUBE	kgf	ear	1247	39	geca	1	"stem, ""its ear"""
TOBO	tbv	ear	1247	39	kesap	1	"stem, ""its ear"""
KOSORONG	ksr	ear	1247	39	geca	1	
MINDIK	bmu	ear	1247	39	kecap	1	
BURUM	bmu	ear	1247	39	kecap	1	
ONO	ons	ear	1247	39	ket	1	"stem, ""its ear"""
KOMBA	kpf	ear	1247	39	kidap	1	"stem, ""its ear"""
SELEPET	spl	ear	1247	39	odop	2	"stem, ""its ear"""
TIMBE	tim	ear	1247	39	odop	2	"stem, ""its ear"""
NABAK	naf	ear	1247	39	wak	3	"stem, ""its ear"""
MOMOLILI	mci	ear	1247	39	b3b3t	4	"stem, ""its ear"""
KATE	kmg	eye	1248	40	coNe	1	"stem, ""its eye"""
MAPE_2	mlh	eye	1248	40	ciNo	1	
DEDUA	ded	eye	1248	40	kiwa	2	"stem, ""its eye"""
HUBE	kgf	eye	1248	40	kiwa	2	"stem, ""its eye"""
TOBO	tbv	eye	1248	40	kp~at	3	"stem, ""its eye"""
KOSORONG	ksr	eye	1248	40	ca	4	
MINDIK	bmu	eye	1248	40	ce	4	
BURUM	bmu	eye	1248	40	ce	4	
ONO	ons	eye	1248	40	dei	4	"stem, ""its eye"""
KOMBA	kpf	eye	1248	40	si	4	"stem, ""its eye"""
SELEPET	spl	eye	1248	40	sen	4	"stem, ""its eye"""
TIMBE	tim	eye	1248	40	dewun	5	"stem, ""its eye"""
NABAK	naf	eye	1248	40	ci	4	"stem, ""its eye"""
MOMOLILI	mci	eye	1248	40	ci	4	"stem, ""its eye"""
KATE	kmg	nose	1221	41	soke	1	"stem, ""its nose"""
MAPE_2	mlh	nose	1221	41	siko	1	
DEDUA	ded	nose	1221	41	soge	1	"stem, ""its nose"""
HUBE	kgf	nose	1221	41	sere	2	"stem, ""its nose"""
TOBO	tbv	nose	1221	41	sohori	3	"stem, ""its nose"""
KOSORONG	ksr	nose	1221	41	sewaN	4	
MINDIK	bmu	nose	1221	41	soNgoro	3	
BURUM	bmu	nose	1221	41	sohoro	3	
ONO	ons	nose	1221	41	sot	5	"stem, ""its nose"""
KOMBA	kpf	nose	1221	41	sogon	3	"stem, ""its nose"""
SELEPET	spl	nose	1221	41	home	6	"stem, ""its nose"""
TIMBE	tim	nose	1221	41	home	6	"stem, ""its nose"""
NABAK	naf	nose	1221	41	NiN3N	7	"stem, ""its nose"""
MOMOLILI	mci	nose	1221	41	siNg~eN	8	"stem, ""its nose"""
KATE	kmg	tooth	1380	43	mi7	1	"stem, ""its tooth"""
MAPE_2	mlh	tooth	1380	43	misio	2	
DEDUA	ded	tooth	1380	43	enar	3	"stem, ""its tooth"""
HUBE	kgf	tooth	1380	43	cegl~	4	"stem, ""its tooth"""
TOBO	tbv	tooth	1380	43	cot	4	"stem, ""its tooth"""
KOSORONG	ksr	tooth	1380	43	cot	4	
MINDIK	bmu	tooth	1380	43	cot	4	
BURUM	bmu	tooth	1380	43	cit	4	
ONO	ons	tooth	1380	43	Net	5	"stem, ""its tooth"""
KOMBA	kpf	tooth	1380	43	sot	4	"stem, ""its tooth"""
SELEPET	spl	tooth	1380	43	sot	4	"stem, ""its tooth"""
TIMBE	tim	tooth	1380	43	dot	4	"stem, ""its tooth"""
NABAK	naf	tooth	1380	43	cet	4	"stem, ""its tooth"""
MOMOLILI	mci	tooth	1380	43	c3t	4	"stem, ""its tooth"""
KATE	kmg	tongue	1205	44	nameN	1	"stem, ""its tongue"""
MAPE_2	mlh	tongue	1205	44	eroN	2	
DEDUA	ded	tongue	1205	44	nameN	1	"stem, ""its tongue"""
HUBE	kgf	tongue	1205	44	eceraN	3	"stem, ""its tongue"""
TOBO	tbv	tongue	1205	44	ecelom	3	"stem, ""its tongue"""
KOSORONG	ksr	tongue	1205	44	neselaN	3	
MINDIK	bmu	tongue	1205	44	nesolam	3	
BURUM	bmu	tongue	1205	44	neselam	3	
ONO	ons	tongue	1205	44	belakami	4	?its tongue?
KOMBA	kpf	tongue	1205	44	nobolam	3	"stem, ""its tongue"""
SELEPET	spl	tongue	1205	44	nibilam	3	"stem, ""its tongue"""
TIMBE	tim	tongue	1205	44	elewot	5	"stem, ""its tongue"""
NABAK	naf	tongue	1205	44	namb~arem	3	?its tongue?
MOMOLILI	mci	tongue	1205	44	namb~alaN	3	?its tongue?
KATE	kmg	claw	72	45	misiN	1	
MAPE_2	mlh	claw	72	45	yuyuN	2	
DEDUA	ded	claw	72	45	boN	3	
HUBE	kgf	claw	72	45	boNsewe	3	
TOBO	tbv	claw	72	45	kawon	4	
KOSORONG	ksr	claw	72	45	kosi	5	
MINDIK	bmu	claw	72	45	kesot	6	
BURUM	bmu	claw	72	45	kambo	7	
ONO	ons	claw	72	45	zolip	8	
KOMBA	kpf	claw	72	45	pakit	9	
SELEPET	spl	claw	72	45	pekat	9	
TIMBE	tim	claw	72	45	pekat	9	
NABAK	naf	claw	72	45	p3luk	10	
MOMOLILI	mci	claw	72	45	ciNg3Ng3N	11	
KATE	kmg	foot	1301	46	kike	1	
MAPE_2	mlh	foot	1301	46	kigo	1	
DEDUA	ded	foot	1301	46	hani	2	
HUBE	kgf	foot	1301	46	heni	2	
TOBO	tbv	foot	1301	46	kani	2	
KOSORONG	ksr	foot	1301	46	kani	2	
MINDIK	bmu	foot	1301	46	kana	2	
BURUM	bmu	foot	1301	46	kana	2	
ONO	ons	foot	1301	46	ki	1	
KOMBA	kpf	foot	1301	46	ki	1	
SELEPET	spl	foot	1301	46	koi	1	
TIMBE	tim	foot	1301	46	kei	1	
NABAK	naf	foot	1301	46	set	3	
MOMOLILI	mci	foot	1301	46	k3t	4	
KATE	kmg	knee	1371	47	dieN	1	"stem, ""his knee"""
MAPE_2	mlh	knee	1371	47	dieN	1	
DEDUA	ded	knee	1371	47	fakuruN	2	"stem, ""his knee"""
HUBE	kgf	knee	1371	47	simiN	3	"stem, ""his knee"""
TOBO	tbv	knee	1371	47	simin	3	"stem, ""his knee"""
