language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
KHMU	kjg	egg	744	33	k3toN	7	
KSINMUL	puo	egg	744	33	kloN	2	
KHASI	kha	egg	744	33	pilleN	2	
MUNDARI	unr	egg	744	33	Zarom	9	
JEH	jeh	horn	1393	34	t3koy	1	
BAHNAR	bdq	horn	1393	34	ake	5	
RUC	scb	horn	1393	34	kr3N	2	
MON	mnw	horn	1393	34	draN	2	
NYAKUR	cbn	horn	1393	34	th~raN	2	
KHMER	khm	horn	1393	34	s3nEN	3	
KUI_THAILAND	kdt	horn	1393	34	t3kai	1	
WA	wbm	horn	1393	34	ruN	2	
DEANG	pce	horn	1393	34	nuN	6	
KHMU	kjg	horn	1393	34	Centr~3N	2	
KSINMUL	puo	horn	1393	34	C3lgan	4	
KHASI	kha	horn	1393	34	reN	2	
MUNDARI	unr	horn	1393	34	diriN	2	
JEH	jeh	tail	1220	35	teN	1	
BAHNAR	bdq	tail	1220	35	kieN	1	
CHRAU	crw	tail	1220	35	tieN	1	
VIETNAMESE	vie	tail	1220	35	Zuoi	2	
RUC	scb	tail	1220	35	tuoy	2	
MON	mnw	tail	1220	35	bata	3	
NYAKUR	cbn	tail	1220	35	p3ta7	3	
KHMER	khm	tail	1220	35	k3nd~uy	2	
KUI_THAILAND	kdt	tail	1220	35	sal	4	
SEMAI	sea	tail	1220	35	snta7	3	
WA	wbm	tail	1220	35	sida7	3	
DEANG	pce	tail	1220	35	sta	3	
KHMU	kjg	tail	1220	35	h3nta	3	
KSINMUL	puo	tail	1220	35	h3lta	3	
KHASI	kha	tail	1220	35	tidoN	1	
MUNDARI	unr	tail	1220	35	Cadlom	5	
JEH	jeh	feather	1201	36	suk	1	
BAHNAR	bdq	feather	1201	36	sok	1	
CHRAU	crw	feather	1201	36	sino7 sum	1	
VIETNAMESE	vie	feather	1201	36	loN tim	2	
RUC	scb	feather	1201	36	usuk	1	
MON	mnw	feather	1201	36	s3neN	7	
NYAKUR	cbn	feather	1201	36	Ch~okCh~ok	1	
KHMER	khm	feather	1201	36	slap	3	
KUI_THAILAND	kdt	feather	1201	36	so7	1	
SEMAI	sea	feather	1201	36	sntol	4	
KHMU	kjg	feather	1201	36	kh~ul	5	
KSINMUL	puo	feather	1201	36	sok	1	
KHASI	kha	feather	1201	36	sner	6	
MUNDARI	unr	feather	1201	36	il	5	
JEH	jeh	hair	1040	37	suk	1	
BAHNAR	bdq	hair	1040	37	sok	1	
CHRAU	crw	hair	1040	37	so7	1	
VIETNAMESE	vie	hair	1040	37	tok	1	
RUC	scb	hair	1040	37	usuk	1	
MON	mnw	hair	1040	37	sok	1	
NYAKUR	cbn	hair	1040	37	Ch~ok	1	
KHMER	khm	hair	1040	37	sok	1	
KUI_THAILAND	kdt	hair	1040	37	so7	1	
SEMAI	sea	hair	1040	37	sok	1	
WA	wbm	hair	1040	37	hauk	1	
DEANG	pce	hair	1040	37	hu7	1	
KHMU	kjg	hair	1040	37	kl3	2	
KSINMUL	puo	hair	1040	37	sok	1	
KHASI	kha	hair	1040	37	sh~niuh	1	
MUNDARI	unr	hair	1040	37	up	3	
JEH	jeh	head	1256	38	kal	1	
BAHNAR	bdq	head	1256	38	k3l	1	
CHRAU	crw	head	1256	38	vo7	2	also: kamvo7
VIETNAMESE	vie	head	1256	38	dau	-1	
RUC	scb	head	1256	38	kuluok	3	
MON	mnw	head	1256	38	kaduip	4	
NYAKUR	cbn	head	1256	38	k3d3p	4	
KHMER	khm	head	1256	38	k3pal	-2	
KUI_THAILAND	kdt	head	1256	38	pla	5	
SEMAI	sea	head	1256	38	kuy	9	
WA	wbm	head	1256	38	kaiN	6	
DEANG	pce	head	1256	38	kiN	6	
KHMU	kjg	head	1256	38	k3mpoN	7	
KSINMUL	puo	head	1256	38	3lu	5	
KHASI	kha	head	1256	38	kh~lih	11	
MUNDARI	unr	head	1256	38	bo7	8	
JEH	jeh	ear	1247	39	pat	1	
BAHNAR	bdq	ear	1247	39	don	2	
CHRAU	crw	ear	1247	39	tor	4	
VIETNAMESE	vie	ear	1247	39	tai	3	
RUC	scb	ear	1247	39	say	3	
MON	mnw	ear	1247	39	katow	4	
NYAKUR	cbn	ear	1247	39	k3tuer	4	
KHMER	khm	ear	1247	39	tr~3Ch~i3k	5	
KUI_THAILAND	kdt	ear	1247	39	k3tor	4	
SEMAI	sea	ear	1247	39	ntakN	6	
WA	wbm	ear	1247	39	yh~auk	5	
DEANG	pce	ear	1247	39	yo7	5	
KHMU	kjg	ear	1247	39	hermey	7	
KSINMUL	puo	ear	1247	39	h3ltol	4	
KHASI	kha	ear	1247	39	lutur	4	
MUNDARI	unr	ear	1247	39	lutur	4	
JEH	jeh	eye	1248	40	mat	1	
BAHNAR	bdq	eye	1248	40	mat	1	
CHRAU	crw	eye	1248	40	mat	1	
VIETNAMESE	vie	eye	1248	40	mat	1	
MON	mnw	eye	1248	40	mat	1	
NYAKUR	cbn	eye	1248	40	mat	1	
KHMER	khm	eye	1248	40	bh~3n3k	2	
KUI_THAILAND	kdt	eye	1248	40	mat	1	
SEMAI	sea	eye	1248	40	mat	1	
WA	wbm	eye	1248	40	Nai	3	
DEANG	pce	eye	1248	40	Nai	3	
KHMU	kjg	eye	1248	40	mat	1	
KSINMUL	puo	eye	1248	40	mat	1	
KHASI	kha	eye	1248	40	kh~imat	1	
MUNDARI	unr	eye	1248	40	med	1	
JEH	jeh	nose	1221	41	muh	1	
BAHNAR	bdq	nose	1221	41	muh	1	
CHRAU	crw	nose	1221	41	muh	1	
VIETNAMESE	vie	nose	1221	41	mui	1	
RUC	scb	nose	1221	41	mu3h	1	
MON	mnw	nose	1221	41	muh	1	
NYAKUR	cbn	nose	1221	41	hmok	1	
KHMER	khm	nose	1221	41	Cr~3muh	1	
